file_name,token_count,unknown_count,readability,unknown_words,text
output/texts/text_011.txt,146,3,97,"['tore', 'anonimità', 'talchè']","tore dal quale essi dipendono.

I detriti che scendono al mare dai fiumi e
torrenti, una volta sottoposti all’azione erosiva
e corrosiva delle acque salse e delle correnti, si
trasformano gradatamente in sabbia e ordina-
riamente la sabbia si trasforma, nel tempo, in
particelle sempre più minuscole per divenire
fanghiglia e successivamente disperdersi nella
vasta anonimità del mare; è evidente, quindi,
che un eguale processo di erosione abbia pro-
vocato la distruzione dei resti della Città Som-
mersa, talchè le poche traccie rimaste si sono
talmente logorate e mimetizzate con il fondale
marino e le rocce subacquee presenti nella zona
in esame, che oggi riesce difficile distinguere le
une dalle altre.

In definitiva è certo, comunque, che lo stu-
dio della polvere cosmica interessi l’uomo in mi-
sura pari allo studio della polvere dei millenni

che ricopre le vestigia che testimoniano delle

sue origini; all'uomo, infatti, interessa sapere

"
output/texts/text_012.txt,107,5,95,"['perchè', 'extraterrene', 'crò', 'magnon', 'ragionî']","certamente come e dove si concluderà il destino
della sua specie, ma gli interessa conoscere nella
stessa misura il luogo ed il perchè delle sue
origini.

Le supposizioni sulla esistenza delle razze
extraterrene ed ultraterrene esercitano un fa-
scino pari alle supposizioni sull’esistenza ed il
grado di civiltà raggiunto dai popoli preistorici.

L'uomo di Neanderthal e di Crò-Magnon non
perdono nulla del loro fascino di fronte alle pos-
sibilità che esistano i marziani.

Del resto l'umanità ha assoluto bisogno di

ritornare al passato, alla ricerca delle sue ori-
gini, per poter chiarire le ragionî storiche che
condizionano i problemi attuali e futuri dell’u-
manità.

L'AUTORE

"
output/texts/text_013.txt,14,7,50,"['®', '[a', '©', 'u=]', '®', '&', 'èi']","®
d
[a
©
U=]
E
s
®
S
e
2
è
&
(èi

"
output/texts/text_014.txt,136,4,97,"['gabicce', 'gradara', 'ponendosi', 'tavollo']","La Città Sommersa

La città di Cattolica si adagia sonnolenta su
una rada, ricca di terre ubertose e di una vege-
tazione fertile. Giace, riparata nel suo alveo
tranquillo, protetta verso Pesaro da una com-
patta formazione collinosa che si estende da
Gabicce Monte a Gradara; verso l’interno dalle
ultime appendici dei contrafforti appenninici ed
infine verso Rimini dal piccolo celle di Vici, che,
ponendosi improvvisamente dinanzi ad essa, le
impedisce di apparire come la estrema propag-
gine della vasta e fertile pianura padana.

Essa viene così a trovarsi in una posizione
incantevole, gelosamente custodita dalle mura
naturali dei monti, come un lembo di terra pri-
vilegiata. Sorge sulla sponda nord del torrente
Tavollo, un piccolo corso d’acqua che deve la
sua discreta celebrità al fatto di dividere l’Emi-
lia-Romagna dalle Marche e la provincia di For-

"
output/texts/text_015.txt,162,8,95,"['tavollo', 'valugola', 'gabicce', '0', 'crustumium', 'protolatine', 'crustunium', 'crustumerium']","lì, da quella di Pesaro sin dall'epoca romana.

L'abitato si snoda, con i suoi numerosi al-
berghi che svettano nell’azzurro del cielo, sul
magnifico litorale adriatico per una lunghezza
di due chilometri circa, e precisamente dalla
sponda del già nominato torrente Tavollo fino
al fiume Conca. Proprio di fronte, fra la foce
di questo fiume e l'antico porto granario roma-
no della Valugola, alle falde di Gabicce Monte,
in provincia di Pesaro, in mezzo al mare, sem-
bra doversi localizzare la scomparsa città di
Cattolica antica, sulla cui autenticità storica
appaiono ormai fugati gli ultimi dubbi e le ulti-
me riserve. E

Storicamente Cattolica. 0 Crustumium ha
origini antichissime e la sua fondazione si fa
risalire ad opera delle prime tribù protolatine
di italici, che ardirono spingersi fin sulla coste
settentrionali dell'Adriatico, in epoca antece-
dente le migrazioni degli osco-umbri; infatti,
per analogie etimologiche e toponimiche il no-
me di Crustunium ha la stessa origine di Cru-
stumerium nel Lazio, città sicuramente fondata
"
output/texts/text_016.txt,153,7,95,"['liburni', 'stanziò', 'gabicce', 'crustumium', 'subì', '<', 'crustumium']","da un gruppo etnico del tipo latino - siculo -
sicano.

Altri studiosi invece ritengono che la città
fosse fondata dai primi naviganti tessali e li-
burni, antichissimo popolo illirico che indub-
biamente si stanziò sulle coste adriatiche; an-
che in questo caso, in analogia con Numana, in
Provincia di Ancona, che sotto molti aspetti pre-
senta un curriculum storico simile a Gabicce, si
può affermare che Crustumium subì l'influenza
di vari gruppi etnici che si succedettero nel do-
minio della città; neolitici, elleni e romani, co-
me testimoniano i numerosi ritrovamenti di

<
materiale archeologico avvenuti nello specchio

d’acqua antistante le rispettive zone in que-
stione.

Greci e romani svolsero una florida attività
commerciale a Crustumium ed i loro traffici
riguardavano soprattutto il trasporto di vini ed
olii che venivano prodotti in larga misura nelle
zone dell’entroterra; centinaia di vasi oleari e
vinari di origine greco-romana sono stati rin-
venuti sul fondale del mare nella zona ove si

"
output/texts/text_017.txt,162,5,96,"['tutt', 'cattolicesi', 'gl', 'mazocchi', 'gabicce']","ritiene sia scomparsa la città di Conca e le ville

e i giardini privati di Cattolica sono tutt’oggi
riccamente ornati di queste preziose anfore,
come pure taluni musei della regione, come ad
esempio quello del vicino comune di Montelab-
bate in provincia di Pesaro, ove si trova un vaso
vinario della capacità di ben quattro ettolitri.

I cattolicesi moderni, totalmente assorbiti
dalla loro febbrile attività e dall’ansia di accre-
scere il prestigio internazionale della loro città
turistica, guardano con senso di gratitudine il
mare solcato dalle sottili e veloci imbarcazioni
cariche di villeggianti e dai motopescherecci che
trascinano faticosamente le reti e considerano
questo mare una inesauribile fonte di benessere
economico.

A nessuno per certo, viene mai in mente che
sotto quelle acque si nascondono gl’incerti ru-
deri di una meravigliosa città sotto il picco nel-
la zona « Mazocchi » di Gabicce Mare, all’estre-
mità di levante della Via Lungomare. Nessuno,
probabilmente, sulle tracce che appaiono così
nitide in tutta la loro straordinaria simmetria,

"
output/texts/text_018.txt,170,7,95,"['crustumium', 'valbruna', 'gabicce', 'cattolicesi', 'mata', 'diere', 'cauponae']","ha mai pensato di erigere con la fantasia, mura
possenti e sontuosi palazzi, dando ad essi la ipo-
tetica stabilità di immutabili fondamenta im-
maginarie.

Eppure questa fantastica città, di cui tanto
s'è parlato e si continua a parlare, è veramente
esistita. Molti le attribuiscono il nome di Conca,
altri di Crustumium, altri infine di Valbruna,
ma ciò che conta in definitiva è il fatto che essa
ormai appartiene alla storia e che Cattolica e
Gabicce ne sono le legittime eredi.

Certo fa un effetto strano pensare che in
tempi remoti, gli avi cattolicesi vivevano la

loro esistenza in quella straordinaria città ani-

mata da traffici, ove sulle acque antistanti sol-
cavano diere e triere greche, poliremi romane
ed in epoca successiva maone saracene. Ma è
proprio così; i loro avi passeggiavano sui viali,
oggi consunti dalla furia violenta delle onde, si-
mili ad Erinni infuriate, e dalla secolare corro-
sione della salsedine. Gli uomini si riunivano nei
templi per adorare gli dei e nelle « cauponae » i
commercianti trattavano l’acquisto di grano ed

"
output/texts/text_019.txt,156,4,97,"['crustumium', 'valbruna', 'castrum', 'concae']","olio. Tutto sembra così pieno di mistero, forse
per quel recondito fascino che ispira tutto ciò
che appartiene agli abissi del mare; tutto sem-
bra sepolto irrimediabilmente sotto l’impenetra-
bile cortina delle nebbie del passato.

A parte queste considerazioni che apparten-
gono senza dubbio al regno miracoloso e mi-
sterioso della fantasia, rimane il fatto inconte-
stabile che Cattolica antica, sotto i vari nomi di
Crustumium, Conca o Valbruna, è storicamente
esistita.

Sarebbe del resto una disquisizione pura-
mente accademica, voler stabilire il suo vero
nome con esattezza ; non è da trascurare il fatto
poi che l'incertezza delle fonti storiche porreb-
be inevitabilmente in imbarazzo l’autore che

volesse sviluppare una tesi nell’unico intento di

ricercare quale fosse per l'appunto il nome che
designava l'antica città di Cattolica.

Troviamo infatti in uno studio di E. Ros-
setti (!) una notizia secondo la quale il cardi-
nale Angelico, nel codice bavaro, parla di un
Castrum Concae, senza tuttavia far voce dell’u-

"
output/texts/text_020.txt,162,23,85,"['bicazione', 'tonini', 'castrum', 'concae', 'morciano', 'tonini', 'crustumium', 'poichè', 'crwstumium', 'tonini', 'fluminaque', 'sporgit', 'divertia', 'laevum', 'cecidere', 'latus', 'velaxque', 'metaurus', 'crustumiumque', 'rapax', 'punts', 'capis', 'tonini']","bicazione di esso. L'argomento vien trattato an-
che dal Tonini (2) il quale, entrando in una disa-
mina critica, sostiene l’ipotesi che il castello,
denominato Castrum Concae, non avesse niente
a che vedere con la Città di Conca e che si tro-
vasse invece più a monte, tra Morciano e Gem-
mano, nell’entroterra romagnolo.

In un’altra sua opera il Tonini (3) dimostra
che il fiume Conca anticamente veniva chiama-
to Crustumium, e a conferma delle sue convin-
zioni invoca l’autorità di Plinio, dicendo « ...ma
poichè si legge in Plinio, che nella divisione del-
l’Italia in undici regioni ideate da Augusto, l’ot-
tava avesse principio al fiume Crwstumium che
per unanime consentimento degli scrittori è la
Conca... ».

Sempre nella stessa opera, a sostegno di que-
sta tesi, il Tonini ci riferisce un passo del cele-
bre poeta latino Lucano (4):

Fluminaque in gemini sporgit divertia ponti
In laevum cecidere latus velaxque Metaurus

Crustumiumque rapax, et punts Capis Isauro;
Infine il Tonini, sempre nello stesso tomo, ci

"
output/texts/text_021.txt,164,7,95,"['peutingeriana', 'rubicon', 'resturum', 'crustumium', 'crustumium', 'snellizzò', 'valbruna']","ricorda che la Tavola Peutingeriana, cita come
confini del territorio riminese i due fiumi Ru-
bicon e Resturum (evidente corruzione di Cru-
stumium).

Le ricerche di questi emeriti studiosi, come
si nota, non chiariscono affatto il problema,
tuttavia esse hanno il merito di offrirci un indi-
rizzo molto attendibile ai fini della breve ana-
lisi che ci siamo proposti di intraprendere. In-
fatti se è vero che dalle succitate opere nulla di
positivo emerge per stabilire rigorosamente il
nome antico di Cattolica, se ne deve ugualmente
ammettere l'utilità, in quanto stante che anti-
camente si dava spesso alle città i nomi dei fiu-
mi che le attraversavano, si può con molta ap-
prossimazione argomentare che il nome di Cat-
tolica fosse in un primo tempo quello di Cru-
stumium, e successivamente, quando l’era mo-
derna snellizzò la classica lingua di quei tempi

introducendo il volgare, in quello di Conca. Ne

è da legarsi assolutamente alla leggenda l’ipo-
tesi che Cattolica fosse chiamata, a volte, anche
Valbruna, causa la fitta e scura vegetazione, che

"
output/texts/text_022.txt,5,0,100,[],"Carta d’ Italia (stampa antica)
"
output/texts/text_023.txt,2,1,50,['9°'],"Bagni) 9°

"
output/texts/text_024.txt,166,1,99,['gabicce'],"circondando la zona, la ricopriva.

Fatti questi brevi cenni, è d’uopo rivolgere
la nostra indagine al più importante problema
della esistenza storica della città sommersa,
prendendo le mosse dalle supposizioni relative
alla sua originaria ubicazione.

Molte ipotesi sono state avanzate in questo
senso, ma cronache di storici antichi e leggen-
de tramandate, come abbiamo già detto, tendo-
no ad avvalorare l’ipotesi che la città sommersa
originariamente sorgesse nell'attuale specchio
d’acqua tra il fiume Conca, che segna il confine
tra i Comuni di Cattolica e Misano Mare a po-
nente, ed il colle di Gabicce Monte a levante, a
poche decine di metri dall’attuale limite del
litorale.

Attraverso i secoli la leggenda e la storia si
sono alternate e confuse, ma sia dall'una che
dall’altra emerge chiara la certezza dell’esisten-
za della città sommersa; forse ormai l’unico
quesito rimasto da risolvere, non riguarda più
l’esistenza o meno dell'antica Conca, ma l’appu-
rare se i massi che si intravedono oggi sotto
"
output/texts/text_025.txt,157,10,93,"['formatosi', 'piattaformi', 'focara', 'valugola', 'crustumium', 'focara', 'casteldimezzo', 'gabicce', 'castellum', 'ligabitii']","la superficie dell’acqua nella zona ove si pre-
sume sorgesse Conca siano gli avanzi di un’an-
tica civiltà da identificarsi con quella degli abi-
tanti della Città Sommersa di Conca, oppure
semplici scogli naturali formatosi in seguito ai
fenomeni di erosione, caratteristici delle piatta-
forme litorali del mare adriatico.

Il Toschi, infatti, è dell'opinione che questi
blocchi non siano altro che «i residui di quelle
infilate di scogli caratteristiche, appunto, delle
piattaformi litorali di erosione che dovevano
costituire le « serre » sub-acquee limitanti l’an-
tico porto di Focara e Valugola, in provincia di
Pesaro ».

Al contrario, le testimonianze di numerosi
storici di qualche secolo fa tendono tutte a sta-
bilire che i massi in questione siano in effetti i
resti dell'antica Crustumium.

La fantasia dei primi abitatori di queste
contrade, e cioè di Focara, Casteldimezzo e Ga-
bicce Monte (l'antica Castellum Ligabitii), in
provincia di Pesaro al confine con Cattolica, ha
tramandato ai posteri una leggenda, con una

"
output/texts/text_026.txt,163,8,95,"['casteldimezzo', 'gabicce', 'valugola', 'fiorì', 'gabicce', 'invaghitosî', 'sottrarlo', 'strapparne']","tessitura di origine mitologica, che pone i fatti
in un ambiente di epoca pagana.

Casteldimezzo e Gabicce Monte (in provin-
cia di Pesaro) sorgono su due promontori divisi
da una insenatura, detta la Valugola, nella
quale e certo fiorì, prima un porto greco, poi
un porto romano di una certa importanza.

La leggenda vuole che in epoca remota, sulla
sommità di Gabicce Monte, sorgesse un ameno
paesetto con un sottosuolo ricco di giacimenti
auriferi ed una campagna circostante, ubertosa

e fertile, nota per i suoi grassi vigneti e per i
ricchi uliveti.

Nettuno, Dio dei mari, invaghitosî' di questo
grazioso paesetto, decise di sottrarlo ai mortali
per farne dono alle sirene ed ai tritoni che al-
bergavano in quelle vicine acque.

Una notte, dopo aver scatenato gli elementi
in suo potere, Nettuno provocò un maremoto
di proporzioni eccezionali e sollevò i marosi
fino alla sommità del monte per strapparne la
città che, infatti, scivolò dolcemente in mare.

La ricerca di analogie ci porta ad osservare

"
output/texts/text_027.txt,152,6,96,"['gabicce', 'paesetti', 'numanati', 'castellum', 'ligabitii', 'gabicce']","come Numana in provincia di Ancona, simil-
mente a Gabicce Monte, sorge su un colle, che
da un lato piomba direttamente nel mare, men-
tre dall'altro degrada verso il retroterra; en-
trambi questi paesetti collinosi hanno alle falde
un omonimo rivierasco nell’area di un’insena-
tura.

Numana, che fu stazione neolitica, (presso
il Museo archeologico delle Marche, in Ancona,
è esposta una grande testa di guerriero di ar-
caica arte picena rinvenuta a Numana), villag-
gio piceno, emporio commerciale ellenico, ed
infine municipio romano (i numanati partecipa-
rono nel 216 a. C. alla battaglia di Canne presso
Annibale), presenta molte analogie con l’antica
Castellum Ligabitii, che sorgeva sulla sommità
di Gabicce Monte e similmente a questa, come
più sopra chiarito, aveva un porticciuolo ed
un’omonima cittadina sul litorale; è certo che
Numana sia stata ripetutamente devastata da
terremoti e da frane.

E’ d'uopo ammettere che molti elementi
leggendari si sono introdotti nel contesto sto-

"
output/texts/text_028.txt,157,6,96,"['rico', 'gabicce', 'gabicce', 'fime', 'morici', 'salutarne']","rico e anzi a un certo punto ne hanno preso il
sopravvento. Ciò è così vero che gli abitanti di

Numana, come quelli di Gabicce, ricercarono
appunto la spiegazione del fenomeno tellurico
nella volontà e nei poteri soprannaturali, per

cui, come per Gabicce, la leggenda fu invocata
al fime di fornire una spiegazione del fenomeno.
Lo studioso Lionello Spada così raccolse la leg-
genda di Numana sommersa:

« Una regina (non meglio identificata) veleg-
giando nell'Adriatico, vide la bella città e ne
chiese il nome. ”’ E’ Numana la Superba ”, le fu
risposto. E la Regina dispose che la Superba
sarebbe stata per punizione ridotta ad un cu-
mulo di rovine ».

Il Giuseppe Morici racconta questa leggenda
con una variante:

«La Regina volle approdare nel porto di
Numana, ma, avendo la città rifiutato di salu-
tarne l’arrivo col festoso suono delle campane,
offesa ed irritata, la Sovrana fece dai suoi diroc-
care torri, case e templi facendone gettare le
macerie in mare.

"
output/texts/text_029.txt,164,5,96,"['gabicce', 'unghelli', '—', '—', 'furiosissimo']","Per questo nei giorni di tempesta, dai templi
sommersi s’innalza e si diffonde il suono dei
bronzi, che a ricordo della patita rovina, fan-
no udire lugubri rintocchi ».

Anche nel caso della leggenda di Gabicce
vien menzionata una Regina ed ai rintocchi
lugubri dei bronzi sommersi sono stati sosti-
tuiti i lamenti delle sirene addolorate.

Qualche studioso ritiene che Numana e Con-
ca siano scomparse nei flutti in seguito ad un
unico sconvolgimento tellurico avente l’epicen-
tro in un punto compreso tra la costa setten-
trionale adriatica e quella sud-orientale.

Cesare Romiti (5) riferisce che Numana de-
cadde in seguito a terremoti ed erosioni del
mare. A tal proposito scrive « ...fu asserito dal-
l’Unghelli e dal Saracini — senza che questi
dicessero donde hanno attinto la notizia — che
nel 558 un terremoto furiosissimo, venuto pres-
so le feste natalizie, ingoiò una gran parte di
Numana ». Scrive Lando Ferretti nella sua sto-
ria di Ancona, anch'egli però senza addurre do-
cumenti, che Numana nel 1292 o poco dopo, da

"
output/texts/text_030.txt,164,5,96,"['asprissimo', 'portonuovo', 'ix', 'decandenza', 'subìto']","un terremoto asprissimo fu di improvviso spro-
fondata, e nelle acque del vicino mare misera-
bilmente scomparsa. Queste tradizioni, anche se
non suffragate da dimostrazioni sicure, hanno
pure il loro peso, ed è certo probabile che Nu-
mana sia stata danneggiata da terremoti se si
pensa che anche Portonuovo a Numana così
vicina, in età non ben determinata, ma certo
nei primi anni del 1300, ebbe per qualche tem-
po a sopportare disastri di terremoti quasi quo-
tidiani. E quando Bonifacio IX nella Bolla del-
l’anno 1397, approvando che Numana, sotto-
messa ad Ancona, fosse dispensata da ogni tassa
o tributo, scriveva che la decandenza di Numa-
na aveva avuto inizio circa un secolo innanzi,
doveva avere il pensiero al terremoto del 1292
o di poco dopo.

Quindi per Numana, dopo un periodo di

notevole floridezza e splendore, succedette quel-

lo della decadenza. Infatti, dopo aver subìto un
saccheggio da parte dei Goti nel 553, qualche
anno dopo, e precisamente nel 558, come sopra
detto, fu semidistrutta da un terremoto che

"
output/texts/text_031.txt,176,12,93,"['gabicce', 'nonchè', 'tindari', 'tyndaris', 'lometri', 'oliveri', 'tindari', 'tyndaris', 'ac', 'eb', 'ac', '/']","durò « dieci giorni e dieci notti ». Può darsi che
i suoi coraggiosi abitanti abbiano in un tempo
successivo tentato di riportare la loro città al-
l'antico prestigio, ma un nuovo terremoto, scon-
volgendo nuovamente la loro terra nell’anno
1292, completò l’opera di distruzione. Alcuni
storici riferiscono che egual sorte ebbe a subire
Gabicce, nonchè la città di Conca; i precitati
studiosi arguiscono infatti, anche se ne manca
la documentazione relativa, che l’assestamento
sismico che provocò così gravi movimenti tel-
lurici, dovette per forza interessare tutta la fa-
scia costiera portante le stesse caratteristiche.

Ai fini della nostra indagine potrebbe essere
di somma utilità l'accertamento di analogie an-
che con la città di Tindari (Tyndaris) in Sicilia:

« Sulla costa settentrionale dell’isola, a 2 chi-
« lometri dalla stazione di Oliveri-Tindari, sulla
« linea Messina-Palermo, sorgeva sopra un colle
« l'antica Tyndaris, città fondata nel 396 a.C. da
« coloni greci. La distruzione di questa città eb-
« be inizio nel I secolo a.C. a causa di un forte
« terremoto che produsse una frana che trascinò

/
È
È

"
output/texts/text_032.txt,161,6,96,"['tyndaris', 'viii', 'mèta', 'alesina', 'tusa', 'quar']","« gran parte dell'abitato dal colle al sottostante
« mare. Ma il tramonto definitivo di Tyndaris,
« risale all'VIII secolo per opera dei Saraceni,
« che depredarono e distrussero quanto vi era
« rimasto.

« Gli avanzi più importanti finora messi in
«luce consistono in un tratto delle mura; nel
« teatro greco, capace di contenere circa 200
« spettatori; nella cosidetta Basilica romana;
« in due strade pavimentate (forse il decumano
« e il cardo) ed infine in una piccola necropoli.
« Sul posto dell’acropoli sorge da vari secoli un
« rinomato Santuario dedicato alla Madonna,

« mèta di pellegrinaggi. si

«I resti di edifici e di numerose iscrizioni,
« fra le quali si rinvenne la nota Tavola Alesina.
« Nel luogo ove si erge il diruto Castel di Tusa,
« presso la foce del fiume Aleso, sorgeva il quar-
« tiere marinaro della città, del quale rimangono
«i ruderi di terme romane ».
Potrebbe indubbiamente questa, apparire una
ipotesi ardita, volta a creare la storia fantastica
di luoghi mai esistiti, ma rimane sempre una

"
output/texts/text_033.txt,143,4,97,"['perchè', 'sufficentemente', 'senz', 'tramandandoci']","supposizione, validamente assistita dall’inconte-
stabile esistenza di ruderi sottomarini e dalla
tradizione.

Di questa tradizione troviamo confortanti
tracce nella testimonianza di alcuni autori. An-
zi a questo proposito ci sia consentito afferma-
re che le asserzioni di essi forse, sono rimaste
allo stadio di tradizione semplice, unicamente
perchè la letteratura e la critica storica non si
sono sufficentemente interessate dell’argomen-
to, tuttavia così affascinante; ora, purtroppo, le
ricerche sono più difficili, mentre nei tempi
lontani sarebbe stato senz'altro realizzabile un
attento e severo studio storico, che, traman-
dandoci un'ampia documentazione a nome di
una grande della storia, degna della massima fe-
de, fugherebbe oggi, ogni ombra di dubbio an-
che nei più increduli.

Noi però, come abbiamo ben fatto intende-
re precedentemente, riteniamo che nonostante
qualche evidente ed inevitabile lacuna, non si

possa ormai più dubitare dell’autenticità stori-

ca dell’identificazione di Cattolica con la città

"
